2093,E07000009,122247
2093,E07000012,215923
2094,E07000008,171693
2094,E07000009,121882
2094,E07000012,215866
2095,E07000008,172234
2095,E07000009,121503
2095,E07000012,215790
2096,E07000008,172777
2096,E07000009,121110
2096,E07000012,215692
2097,E07000008,173319
2097,E07000009,120704
2097,E07000012,215574
2098,E07000008,173861
2098,E07000009,120285
2098,E07000012,215434
2099,E07000008,174402
2099,E07000009,119853
2099,E07000012,215273
2100,E07000008,174943
2100,E07000009,119409
2100,E07000012,215091
