"","Postcode.Sector","name","oslaua","Population","Area.Sq.Km","People.per.Sq.Km","oscty","gor","code","all.operators.2G","all.operators.3G","all.operators.4G","pop.d.rank","LA.area","LA.2G.coverage","LA.3G.coverage","LA.4G.coverage","area_allocated.2G","area_coverage.2G","area_allocated.3G","area_coverage.3G","area_allocated.4G","area_coverage.4G","sitefinder.count","geotype","site.density","ex.pcd","distance"
"4371","LE96","Leicestershire","E07000129",8940,9.9906,894.841150681641,"E10000018","E12000004","31",78.55,61.39,7.81,43,2079.6167,1633.53891785,1276.67669213,162.41806427,9.99059999999997,99.9999999999997,9.99059999999997,99.9999999999997,0,0,5,"Suburban 2",0.500470442215683,"LE96PD",1.441
"4372","LE97","Leicestershire","E07000129",12081,44.9661,268.669064028235,"E10000018","E12000004","31",78.55,61.39,7.81,65,2079.6167,1633.53891785,1276.67669213,162.41806427,44.9661,100,44.9661,100,0,0,4,"Rural 1",0.0889559023353148,"LE97LX",2.087
"4373","LE98","Leicestershire","E07000132",9371,11.6487,804.467451303579,"E10000018","E12000004","31",78.55,61.39,7.81,44,2079.6167,1633.53891785,1276.67669213,162.41806427,11.6487,100,11.6487,100,0,0,3,"Suburban 2",0.257539467923459,"LE97LX",2.252
"4374","LE99","Leicestershire","E07000129",6942,21.9126,316.804030557761,"E10000018","E12000004","31",78.55,61.39,7.81,61,2079.6167,1633.53891785,1276.67669213,162.41806427,21.9126,100,21.9126,100,0,0,7,"Rural 1",0.319450909522375,"LE99GX",0.442
"4375","LL111","Wrexham","W06000006",699,0.3096,2257.7519379845,"W99999999","W99999999","00NL",58.71,48.73,NA,6,566.8479,332.79640209,276.22498167,NA,0.3096,99.9999999999999,0.3096,99.9999999999999,NA,NA,1,"Suburban 2",3.22997416020672,"LL111BU",0.051
"4376","LL112","Wrexham","W06000006",7581,2.6584,2851.7153174842,"W99999999","W99999999","00NL",58.71,48.73,NA,4,566.8479,332.79640209,276.22498167,NA,2.6584,100,2.6584,100,NA,NA,2,"Suburban 2",0.75233222991273,"LL111BU",1.206
"4377","LL113","Wrexham","W06000006",7063,58.3746,120.994405100849,"W99999999","W99999999","00NL",58.71,48.73,NA,16,566.8479,332.79640209,276.22498167,NA,58.3746,100,58.3746,100,NA,NA,5,"Rural 1",0.0856536918454259,"LL113AU",4.131
"4378","LL114","Wrexham","W06000006",9276,6.8383,1356.47748709475,"W99999999","W99999999","00NL",58.71,48.73,NA,8,566.8479,332.79640209,276.22498167,NA,6.8383,100,6.8383,100,NA,NA,4,"Suburban 2",0.584940701636372,"LL115PG",2.423
"4379","LL115","Wrexham","W06000006",6878,30.9322,222.357284641894,"W99999999","W99999999","00NL",58.71,48.73,NA,15,566.8479,332.79640209,276.22498167,NA,30.9322,100,30.9322,100,NA,NA,2,"Rural 1",0.0646575413323333,"LL115PG",4.157
"4380","LL116","Wrexham","W06000006",6840,3.7105,1843.41732920092,"W99999999","W99999999","00NL",58.71,48.73,NA,7,566.8479,332.79640209,276.22498167,NA,3.7105,100,3.7105,100,NA,NA,3,"Suburban 2",0.808516372456542,"LL115PG",0.789
"4381","LL120","Flintshire","W06000005",8045,34.6158,232.408322211245,"W99999999","W99999999","00NJ",76.46,68.72,5.33,17,473.7732,362.24698872,325.57694304,25.25211156,34.6158,100,34.6158,100,0,0,4,"Rural 1",0.115554168905529,"LL120HB",0.876
"4382","LL127","Wrexham","W06000006",7428,2.1497,3455.36586500442,"W99999999","W99999999","00NL",58.71,48.73,NA,2,566.8479,332.79640209,276.22498167,NA,2.1497,100,2.1497,100,NA,NA,4,"Suburban 1",1.86072475229102,"LL111BU",1.532
"4383","LL128","Wrexham","W06000006",7707,9.7332,791.825915423499,"W99999999","W99999999","00NL",58.71,48.73,NA,10,566.8479,332.79640209,276.22498167,NA,9.7332,100,9.7332,100,NA,NA,3,"Suburban 2",0.308223400320552,"LL128TP",0.192
"4384","LL129","Flintshire","W06000005",5146,15.1289,340.143698484358,"W99999999","W99999999","00NJ",76.46,68.72,5.33,14,473.7732,362.24698872,325.57694304,25.25211156,15.1289,100,15.1289,100,0,0,5,"Rural 1",0.330493294291059,"LL129AY",0.341
"4385","LL130","Wrexham","W06000006",7979,95.636,83.430925592873,"W99999999","W99999999","00NL",58.71,48.73,NA,17,566.8479,332.79640209,276.22498167,NA,95.636,100,53.93888167,56.4001857773223,NA,NA,4,"Rural 2",0.0418252540884186,"LL130AB",2.55
"4386","LL137","Wrexham","W06000006",7956,2.8864,2756.37472283814,"W99999999","W99999999","00NL",58.71,48.73,NA,5,566.8479,332.79640209,276.22498167,NA,2.8864,100,2.8864,100,NA,NA,2,"Suburban 2",0.69290465631929,"LL111BU",1.044
"4387","LL138","Wrexham","W06000006",8042,1.7475,4602.00286123033,"W99999999","W99999999","00NL",58.71,48.73,NA,1,566.8479,332.79640209,276.22498167,NA,1.7475,100,1.7475,100,NA,NA,4,"Suburban 1",2.28898426323319,"LL111BU",1.399
"4388","LL139","Wrexham","W06000006",10888,35.2008,309.311152019272,"W99999999","W99999999","00NL",58.71,48.73,NA,12,566.8479,332.79640209,276.22498167,NA,35.2008,100,35.2008,100,NA,NA,7,"Rural 1",0.198859116838254,"CH36NP",4.075
"4389","LL141","Wrexham","W06000006",4722,1.3977,3378.4073835587,"W99999999","W99999999","00NL",58.71,48.73,NA,3,566.8479,332.79640209,276.22498167,NA,1.3977,100,1.3977,100,NA,NA,1,"Suburban 1",0.715461114688417,"LL141PT",2.8
"4390","LL142","Wrexham","W06000006",8361,23.7943,351.386676641044,"W99999999","W99999999","00NL",58.71,48.73,NA,11,566.8479,332.79640209,276.22498167,NA,23.7943,100,23.7943,100,NA,NA,1,"Rural 1",0.0420268719819453,"LL141PT",0.735
"4391","LL143","Wrexham","W06000006",7051,8.0419,876.782849824047,"W99999999","W99999999","00NL",58.71,48.73,NA,9,566.8479,332.79640209,276.22498167,NA,8.0419,100,8.0419,100,NA,NA,1,"Suburban 2",0.124348723560353,"LL146DE",2.15
"4392","LL144","Wrexham","W06000006",4135,17.0964,241.863784188484,"W99999999","W99999999","00NL",58.71,48.73,NA,13,566.8479,332.79640209,276.22498167,NA,17.0964,100,17.0964,100,NA,NA,3,"Rural 1",0.175475538709904,"LL141PT",2.619
"4393","LL145","Shropshire","E06000051",5031,20.6498,243.63432091352,"E99999999","E12000005","00GG",49.03,31.31,0.14,24,3218.8065,1578.18082695,1007.80831515,4.5063291,20.6498,100,20.6498,100,0,0,4,"Rural 1",0.193706476576044,"LL145NA",0.911
"4394","LL146","Wrexham","W06000006",4124,17.4146,236.812789268774,"W99999999","W99999999","00NL",58.71,48.73,NA,14,566.8479,332.79640209,276.22498167,NA,17.4146,100,17.4146,100,NA,NA,5,"Rural 1",0.287115408909765,"LL146DE",1.422
"4395","LL151","Denbighshire","W06000004",7312,45.6836,160.05743855563,"W99999999","W99999999","00NG",47.17,9.13,NA,10,849.5332,400.72481044,77.56238116,NA,45.6836,100,0,0,NA,NA,1,"Rural 1",0.0218896934567328,"LL151NB",2.678
"4396","LL152","Denbighshire","W06000004",3520,142.4379,24.7125238437242,"W99999999","W99999999","00NG",47.17,9.13,NA,14,849.5332,400.72481044,77.56238116,NA,95.75491044,67.2257246421072,0,0,NA,NA,5,"Rural 4",0.0351030168234718,"LL152NA",1.929
"4397","LL163","Denbighshire","W06000004",6694,3.1339,2135.99668145123,"W99999999","W99999999","00NG",47.17,9.13,NA,3,849.5332,400.72481044,77.56238116,NA,3.1339,100,3.1339,100,NA,NA,1,"Suburban 2",0.319091228182137,"LL163UH",0.107
"4398","LL164","Denbighshire","W06000004",4815,94.8533,50.7625986655182,"W99999999","W99999999","00NG",47.17,9.13,NA,13,849.5332,400.72481044,77.56238116,NA,94.8533,100,0,0,NA,NA,1,"Rural 2",0.010542595776847,"LL164NT",2.025
"4399","LL165","Denbighshire","W06000004",4339,184.0403,23.576358004198,"W99999999","W99999999","00NG",47.17,9.13,NA,15,849.5332,400.72481044,77.56238116,NA,0,0,0,0,NA,NA,12,"Rural 4",0.0652031104057101,"LL165HL",4.651
"4400","LL170","Conwy","W06000003",5276,48.3012,109.231240631703,"W99999999","W99999999","00NE",37,11.64,NA,11,1044.1685,386.342345,121.5412134,NA,48.3012,100,48.3012,100,NA,NA,8,"Rural 2",0.165627355013954,"LL170RG",1.862
"4401","LL181","Flintshire","W06000005",3942,0.9557,4124.72533221722,"W99999999","W99999999","00NJ",76.46,68.72,5.33,1,473.7732,362.24698872,325.57694304,25.25211156,0.9557,100,0.9557,100,0.9557,100,4,"Suburban 1",4.18541383279272,"LL181LA",0.559
"4402","LL182","Denbighshire","W06000004",8472,13.189,642.353476381833,"W99999999","W99999999","00NG",47.17,9.13,NA,8,849.5332,400.72481044,77.56238116,NA,13.189,100,13.189,100,NA,NA,3,"Rural 1",0.227462279172037,"LL181LA",1.68
"4403","LL183","Denbighshire","W06000004",4661,1.8258,2552.8535436521,"W99999999","W99999999","00NG",47.17,9.13,NA,1,849.5332,400.72481044,77.56238116,NA,1.8258,100,1.8258,100,NA,NA,3,"Suburban 2",1.64311534669734,"LL181LA",2.101
"4404","LL184","Denbighshire","W06000004",10628,4.2438,2504.3593006268,"W99999999","W99999999","00NG",47.17,9.13,NA,2,849.5332,400.72481044,77.56238116,NA,4.2438,100,4.2438,100,NA,NA,3,"Suburban 2",0.706913615156228,"LL181LA",2.413
"4405","LL185","Denbighshire","W06000004",9760,37.1883,262.448135569521,"W99999999","W99999999","00NG",47.17,9.13,NA,9,849.5332,400.72481044,77.56238116,NA,37.1883,100,31.09718116,83.620873124074,NA,NA,8,"Rural 1",0.215121422597968,"LL182US",0.812
"4406","LL186","Flintshire","W06000005",3089,11.231,275.0422936515,"W99999999","W99999999","00NJ",76.46,68.72,5.33,16,473.7732,362.24698872,325.57694304,25.25211156,11.231,100,11.231,100,0,0,5,"Rural 1",0.445196331582228,"LL186AN",1.683
"4407","LL197","Denbighshire","W06000004",7107,4.1643,1706.64937684605,"W99999999","W99999999","00NG",47.17,9.13,NA,4,849.5332,400.72481044,77.56238116,NA,4.1643,100,4.1643,100,NA,NA,2,"Suburban 2",0.48027279494753,"LL199DG",1.044
"4408","LL198","Denbighshire","W06000004",7757,7.7463,1001.38130462285,"W99999999","W99999999","00NG",47.17,9.13,NA,6,849.5332,400.72481044,77.56238116,NA,7.7463,100,7.7463,100,NA,NA,0,"Suburban 2",0,"LL199DG",1.566
"4409","LL199","Denbighshire","W06000004",5060,7.2009,702.689941535086,"W99999999","W99999999","00NG",47.17,9.13,NA,7,849.5332,400.72481044,77.56238116,NA,7.2009,100,7.2009,100,NA,NA,2,"Rural 1",0.277743059895291,"LL199DG",2.253
"4410","LL207","Wrexham","W06000006",4741,130.5045,36.3282492174599,"W99999999","W99999999","00NL",58.71,48.73,NA,20,566.8479,332.79640209,276.22498167,NA,0,0,0,0,NA,NA,9,"Rural 3",0.0689631392020965,"LL207LD",4.712
"4411","LL208","Denbighshire","W06000004",3576,48.4187,73.8557623397572,"W99999999","W99999999","00NG",47.17,9.13,NA,12,849.5332,400.72481044,77.56238116,NA,48.4187,100,0,0,NA,NA,1,"Rural 2",0.0206531773880753,"LL208AD",3.25
"4412","LL210","Conwy","W06000003",2300,134.4249,17.1099253188955,"W99999999","W99999999","00NE",37,11.64,NA,18,1044.1685,386.342345,121.5412134,NA,0,0,0,0,NA,NA,12,"Rural 4",0.0892691755768462,"LL219NY",3.394
"4413","LL219","Denbighshire","W06000004",3766,218.0851,17.2684883102972,"W99999999","W99999999","00NG",47.17,9.13,NA,16,849.5332,400.72481044,77.56238116,NA,0,0,0,0,NA,NA,10,"Rural 4",0.0458536598786437,"LL210DN",4.671
"4414","LL227","Denbighshire","W06000004",8104,4.9612,1633.47577199065,"W99999999","W99999999","00NG",47.17,9.13,NA,5,849.5332,400.72481044,77.56238116,NA,4.9612,100,4.9612,100,NA,NA,4,"Suburban 2",0.806256550834476,"LL227LA",0.391
"4415","LL228","Conwy","W06000003",5448,151.4957,35.9614167266794,"W99999999","W99999999","00NE",37,11.64,NA,16,1044.1685,386.342345,121.5412134,NA,0,0,0,0,NA,NA,12,"Rural 3",0.0792101690014964,"LL228PP",1.667
"4416","LL229","Denbighshire","W06000004",4148,32.3608,128.179773058762,"W99999999","W99999999","00NG",47.17,9.13,NA,11,849.5332,400.72481044,77.56238116,NA,32.3608,100,0,0,NA,NA,5,"Rural 1",0.1545079231663,"LL227LA",3.374
"4417","LL237","Gwynedd","W06000002",4362,392.6353,11.1095461870087,"W99999999","W99999999","00NC",38.56,4.59,NA,38,2434.4491,938.72357296,111.74121369,NA,0,0,0,0,NA,NA,12,"Rural 4",0.0305627130316607,"LL237UR",3.66
"4418","LL240","Conwy","W06000003",1939,272.6318,7.11215639554887,"W99999999","W99999999","00NE",37,11.64,NA,20,1044.1685,386.342345,121.5412134,NA,0,0,0,0,NA,NA,16,"Rural 4",0.0586872111030335,"LL240UN",3.165
"4419","LL250","Conwy","W06000003",474,59.2221,8.00376886331285,"W99999999","W99999999","00NE",37,11.64,NA,19,1044.1685,386.342345,121.5412134,NA,0,0,0,0,NA,NA,4,"Rural 4",0.0675423532769017,"LL250DJ",1.455
"4420","LL260","Conwy","W06000003",4577,79.616,57.4884445337621,"W99999999","W99999999","00NE",37,11.64,NA,15,1044.1685,386.342345,121.5412134,NA,76.460145,96.0361547930064,0,0,NA,NA,4,"Rural 2",0.0502411575562701,"LL240AL",4.849
"4421","LL270","Conwy","W06000003",783,36.8958,21.2219276990877,"W99999999","W99999999","00NE",37,11.64,NA,17,1044.1685,386.342345,121.5412134,NA,0,0,0,0,NA,NA,0,"Rural 4",0,"LL328JS",5.31
"4422","LL284","Conwy","W06000003",8157,3.2774,2488.86312320742,"W99999999","W99999999","00NE",37,11.64,NA,3,1044.1685,386.342345,121.5412134,NA,3.2774,100,3.2774,100,NA,NA,1,"Suburban 2",0.305119912125465,"LL284HL",0.263
"4423","LL285","Conwy","W06000003",6000,56.7798,105.671383132734,"W99999999","W99999999","00NE",37,11.64,NA,12,1044.1685,386.342345,121.5412134,NA,56.7798,100,12.7384134,22.4347627149092,NA,NA,4,"Rural 2",0.0704475887551559,"LL328TQ",4.016
"4424","LL296","Conwy","W06000003",1943,0.6685,2906.50710545999,"W99999999","W99999999","00NE",37,11.64,NA,2,1044.1685,386.342345,121.5412134,NA,0.6685,100,0.6685,100,NA,NA,0,"Suburban 2",0,"LL299TD",3.451
"4425","LL297","Conwy","W06000003",4397,1.481,2968.93990546928,"W99999999","W99999999","00NE",37,11.64,NA,1,1044.1685,386.342345,121.5412134,NA,1.481,100,1.481,100,NA,NA,3,"Suburban 2",2.02565833896016,"LL298HY",0.543
"4426","LL298","Conwy","W06000003",6315,8.0815,781.414341397018,"W99999999","W99999999","00NE",37,11.64,NA,9,1044.1685,386.342345,121.5412134,NA,8.0815,100,8.0815,100,NA,NA,5,"Rural 1",0.618697024067314,"LL299TD",1.698
"4427","LL299","Conwy","W06000003",7672,4.3662,1757.1343502359,"W99999999","W99999999","00NE",37,11.64,NA,5,1044.1685,386.342345,121.5412134,NA,4.3662,100,4.3662,100,NA,NA,1,"Suburban 2",0.229032110301864,"LL299TD",1.106
"4428","LL301","Conwy","W06000003",9621,5.1155,1880.7545694458,"W99999999","W99999999","00NE",37,11.64,NA,4,1044.1685,386.342345,121.5412134,NA,5.1155,100,5.1155,100,NA,NA,4,"Suburban 2",0.781937249535725,"LL301DF",1.447
"4429","LL302","Conwy","W06000003",7386,6.5793,1122.61182800602,"W99999999","W99999999","00NE",37,11.64,NA,7,1044.1685,386.342345,121.5412134,NA,6.5793,100,6.5793,100,NA,NA,3,"Suburban 2",0.45597555971,"LL301DF",1.858
"4430","LL303","Conwy","W06000003",4879,4.2171,1156.95620212943,"W99999999","W99999999","00NE",37,11.64,NA,6,1044.1685,386.342345,121.5412134,NA,4.2171,100,4.2171,100,NA,NA,1,"Suburban 2",0.237129781129212,"LL284HL",2.692
"4431","LL319","Conwy","W06000003",9473,11.447,827.553070673539,"W99999999","W99999999","00NE",37,11.64,NA,8,1044.1685,386.342345,121.5412134,NA,11.447,100,11.447,100,NA,NA,5,"Suburban 2",0.436795666986983,"LL319LN",1.06
"4432","LL328","Conwy","W06000003",6518,96.6769,67.4204489386813,"W99999999","W99999999","00NE",37,11.64,NA,14,1044.1685,386.342345,121.5412134,NA,96.6769,100,0,0,NA,NA,9,"Rural 2",0.093093593195479,"LL328TQ",3.39
"4433","LL330","Conwy","W06000003",3877,47.6227,81.4107557950305,"W99999999","W99999999","00NE",37,11.64,NA,13,1044.1685,386.342345,121.5412134,NA,47.6227,100,0,0,NA,NA,5,"Rural 2",0.104991947117656,"LL330BA",2.523
"4434","LL346","Conwy","W06000003",4353,15.2681,285.104236938453,"W99999999","W99999999","00NE",37,11.64,NA,10,1044.1685,386.342345,121.5412134,NA,15.2681,100,15.2681,100,NA,NA,5,"Rural 1",0.327480171075641,"LL346LD",1.204
"4435","LL350","Gwynedd","W06000002",878,11.2822,77.8217014412083,"W99999999","W99999999","00NC",38.56,4.59,NA,19,2434.4491,938.72357296,111.74121369,NA,11.2822,99.9999999999999,0,0,NA,NA,0,"Rural 2",0,"LL350NR",2.045
"4436","LL360","Gwynedd","W06000002",1501,1.5175,989.126853377265,"W99999999","W99999999","00NC",38.56,4.59,NA,4,2434.4491,938.72357296,111.74121369,NA,1.5175,100,1.5175,100,NA,NA,0,"Suburban 2",0,"LL369EB",0.854
"4437","LL369","Gwynedd","W06000002",3174,167.9364,18.9000121474558,"W99999999","W99999999","00NC",38.56,4.59,NA,33,2434.4491,938.72357296,111.74121369,NA,0,0,0,0,NA,NA,10,"Rural 4",0.0595463520713794,"LL369YP",3.208
"4438","LL372","Gwynedd","W06000002",526,12.0694,43.5812882164813,"W99999999","W99999999","00NC",38.56,4.59,NA,28,2434.4491,938.72357296,111.74121369,NA,12.0694,99.9999999999998,0,0,NA,NA,1,"Rural 3",0.082854160107379,"LL382NJ",3.579
"4439","LL382","Gwynedd","W06000002",721,2.8811,250.251639998612,"W99999999","W99999999","00NC",38.56,4.59,NA,7,2434.4491,938.72357296,111.74121369,NA,2.8811,99.9999999999999,2.8811,99.9999999999999,NA,NA,3,"Rural 1",1.04126895977231,"LL382NJ",0.256
"4440","LL391","Gwynedd","W06000002",310,34.882,8.8871050971848,"W99999999","W99999999","00NC",38.56,4.59,NA,40,2434.4491,938.72357296,111.74121369,NA,0,0,0,0,NA,NA,0,"Rural 4",0,"LL382NJ",3.333
"4441","LL401","Gwynedd","W06000002",2141,33.2517,64.3876854416466,"W99999999","W99999999","00NC",38.56,4.59,NA,20,2434.4491,938.72357296,111.74121369,NA,33.2517,100,0,0,NA,NA,0,"Rural 2",0,"LL401HS",3.513
"4442","LL402","Gwynedd","W06000002",1991,197.7014,10.0707430498722,"W99999999","W99999999","00NC",38.56,4.59,NA,39,2434.4491,938.72357296,111.74121369,NA,0,0,0,0,NA,NA,13,"Rural 4",0.0657557306119228,"LL402HT",3.603
"4443","LL413","Gwynedd","W06000002",3004,28.6414,104.883141187232,"W99999999","W99999999","00NC",38.56,4.59,NA,14,2434.4491,938.72357296,111.74121369,NA,28.6414,100,0,0,NA,NA,3,"Rural 2",0.10474348320962,"LL413YH",1.258
"4444","LL414","Gwynedd","W06000002",3475,187.0618,18.5767484328708,"W99999999","W99999999","00NC",38.56,4.59,NA,34,2434.4491,938.72357296,111.74121369,NA,0,0,0,0,NA,NA,5,"Rural 4",0.0267291344357854,"LL414SW",2.079
"4445","LL421","Gwynedd","W06000002",2522,16.0034,157.591511803742,"W99999999","W99999999","00NC",38.56,4.59,NA,9,2434.4491,938.72357296,111.74121369,NA,16.0034,100,16.0034,100,NA,NA,2,"Rural 1",0.124973443143332,"LL421NL",2.597
"4446","LL432","Gwynedd","W06000002",467,3.7252,125.362396649844,"W99999999","W99999999","00NC",38.56,4.59,NA,10,2434.4491,938.72357296,111.74121369,NA,3.7252,100,3.7252,100,NA,NA,2,"Rural 1",0.536883925695265,"LL442DL",2.547
"4447","LL442","Gwynedd","W06000002",1073,41.8285,25.6523662096417,"W99999999","W99999999","00NC",38.56,4.59,NA,32,2434.4491,938.72357296,111.74121369,NA,0,0,0,0,NA,NA,0,"Rural 3",0,"LL442DL",0.665
"4448","LL452","Gwynedd","W06000002",645,50.2445,12.837225965031,"W99999999","W99999999","00NC",38.56,4.59,NA,35,2434.4491,938.72357296,111.74121369,NA,0,0,0,0,NA,NA,2,"Rural 4",0.0398053518295535,"LL452LH",5.211
"4449","LL462","Gwynedd","W06000002",1900,32.5939,58.2931161965889,"W99999999","W99999999","00NC",38.56,4.59,NA,24,2434.4491,938.72357296,111.74121369,NA,32.5939,99.9999999999999,0,0,NA,NA,1,"Rural 2",0.0306805874718889,"LL462UE",0.843
"4450","LL476","Gwynedd","W06000002",550,43.9612,12.5110324558929,"W99999999","W99999999","00NC",38.56,4.59,NA,36,2434.4491,938.72357296,111.74121369,NA,0,0,0,0,NA,NA,2,"Rural 4",0.0454946634759743,"LL486AU",3.034
"4451","LL486","Gwynedd","W06000002",2587,41.3279,62.5969381459014,"W99999999","W99999999","00NC",38.56,4.59,NA,21,2434.4491,938.72357296,111.74121369,NA,41.3279,100,0,0,NA,NA,3,"Rural 2",0.0725901872584864,"LL414HN",4.389
"4452","LL499","Gwynedd","W06000002",4651,52.9003,87.9201063131967,"W99999999","W99999999","00NC",38.56,4.59,NA,18,2434.4491,938.72357296,111.74121369,NA,52.9003,100,0,0,NA,NA,6,"Rural 2",0.113420906875764,"LL499HD",0.573
"4453","LL519","Gwynedd","W06000002",630,54.9071,11.4739259585737,"W99999999","W99999999","00NC",38.56,4.59,NA,37,2434.4491,938.72357296,111.74121369,NA,0,0,0,0,NA,NA,1,"Rural 4",0.0182125808866249,"LL519RQ",2.98
"4454","LL520","Gwynedd","W06000002",2652,25.7657,102.927535444409,"W99999999","W99999999","00NC",38.56,4.59,NA,15,2434.4491,938.72357296,111.74121369,NA,25.7657,99.9999999999999,0,0,NA,NA,3,"Rural 2",0.116433863624897,"LL520RR",2
"4455","LL535","Gwynedd","W06000002",4618,19.6711,234.760638703479,"W99999999","W99999999","00NC",38.56,4.59,NA,8,2434.4491,938.72357296,111.74121369,NA,19.6711,100,19.6711,100,NA,NA,2,"Rural 1",0.101671995973789,"LL535NU",1.314
"4456","LL536","Gwynedd","W06000002",5578,100.0059,55.7767091741587,"W99999999","W99999999","00NC",38.56,4.59,NA,26,2434.4491,938.72357296,111.74121369,NA,100.0059,100,0,0,NA,NA,8,"Rural 2",0.0799952802784636,"LL536NY",4.051
"4457","LL537","Gwynedd","W06000002",3475,75.3357,46.1268694656053,"W99999999","W99999999","00NC",38.56,4.59,NA,27,2434.4491,938.72357296,111.74121369,NA,75.3357,100,0,0,NA,NA,5,"Rural 3",0.0663695963533889,"LL537EN",2.287
"4458","LL538","Gwynedd","W06000002",3552,133.1955,26.6675675980044,"W99999999","W99999999","00NC",38.56,4.59,NA,31,2434.4491,938.72357296,111.74121369,NA,0,0,0,0,NA,NA,4,"Rural 3",0.0300310445923473,"LL538AZ",2.519
"4459","LL545","Gwynedd","W06000002",3267,97.6745,33.4478292696661,"W99999999","W99999999","00NC",38.56,4.59,NA,30,2434.4491,938.72357296,111.74121369,NA,0,0,0,0,NA,NA,4,"Rural 3",0.0409523468254253,"LL545PE",2.049
"4460","LL546","Gwynedd","W06000002",4135,42.7626,96.6966461347065,"W99999999","W99999999","00NC",38.56,4.59,NA,16,2434.4491,938.72357296,111.74121369,NA,42.7626,100,0,0,NA,NA,4,"Rural 2",0.093539681871542,"LL546HE",4.05
"4461","LL547","Gwynedd","W06000002",3840,65.7765,58.3795124398531,"W99999999","W99999999","00NC",38.56,4.59,NA,23,2434.4491,938.72357296,111.74121369,NA,65.7765000000001,100,0,0,NA,NA,1,"Rural 2",0.0152029980312118,"LL547AJ",1.763
"4462","LL551","Gwynedd","W06000002",5170,4.9579,1042.78020936283,"W99999999","W99999999","00NC",38.56,4.59,NA,3,2434.4491,938.72357296,111.74121369,NA,4.9579,100,4.9579,100,NA,NA,4,"Suburban 2",0.806793198733335,"LL564JE",3.279
"4463","LL552","Gwynedd","W06000002",6804,12.0874,562.900210136175,"W99999999","W99999999","00NC",38.56,4.59,NA,5,2434.4491,938.72357296,111.74121369,NA,12.0874,100,12.0874,100,NA,NA,5,"Rural 1",0.413653887519235,"LL551NS",2.242
"4464","LL553","Gwynedd","W06000002",3137,34.2003,91.7243415993427,"W99999999","W99999999","00NC",38.56,4.59,NA,17,2434.4491,938.72357296,111.74121369,NA,34.2003,99.9999999999999,0,0,NA,NA,3,"Rural 2",0.0877185287848352,"LL554EE",1.943
"4465","LL554","Gwynedd","W06000002",6582,159.8886,41.1661619402509,"W99999999","W99999999","00NC",38.56,4.59,NA,29,2434.4491,938.72357296,111.74121369,NA,66.19127296,41.3983692145656,0,0,NA,NA,6,"Rural 3",0.037526127566318,"LL554UY",6.126
"4466","LL564","Gwynedd","W06000002",2284,5.8992,387.171141849742,"W99999999","W99999999","00NC",38.56,4.59,NA,6,2434.4491,938.72357296,111.74121369,NA,5.8992,100,5.8992,100,NA,NA,2,"Rural 1",0.339029020884188,"LL564JE",0.75
"4467","LL571","Gwynedd","W06000002",6111,1.9208,3181.48688046647,"W99999999","W99999999","00NC",38.56,4.59,NA,1,2434.4491,938.72357296,111.74121369,NA,1.9208,100,1.9208,100,NA,NA,7,"Suburban 1",3.64431486880466,"LL572RG",0.514
"4468","LL572","Gwynedd","W06000002",9872,6.1616,1602.18125162296,"W99999999","W99999999","00NC",38.56,4.59,NA,2,2434.4491,938.72357296,111.74121369,NA,6.1616,100,6.1616,100,NA,NA,1,"Suburban 2",0.162295507660348,"LL595RH",1.486
"4469","LL573","Gwynedd","W06000002",5624,49.9792,112.52681115344,"W99999999","W99999999","00NC",38.56,4.59,NA,12,2434.4491,938.72357296,111.74121369,NA,49.9792,100,2.89211368999999,5.7866346200019,NA,NA,3,"Rural 1",0.0600249703876813,"LL573NN",1.739
"4470","LL574","Gwynedd","W06000002",6076,56.0006,108.498837512455,"W99999999","W99999999","00NC",38.56,4.59,NA,13,2434.4491,938.72357296,111.74121369,NA,56.0006,100,0,0,NA,NA,6,"Rural 2",0.107141709195973,"LL573NN",3.705
"4471","LL588","Gwynedd","W06000002",3858,34.0239,113.390881115921,"W99999999","W99999999","00NC",38.56,4.59,NA,11,2434.4491,938.72357296,111.74121369,NA,34.0239,100,34.0239,100,NA,NA,2,"Rural 1",0.0587822089766311,"LL588NP",1.896
"4472","LL595","Isle of Anglesey","W06000001",5630,26.6279,211.432369807608,"W99999999","W99999999","00NA",55.95,12.3,NA,8,575.4273,321.95157435,70.7775579,NA,26.6279,100,24.6160579,92.4446084745699,NA,NA,2,"Rural 1",0.0751091899849406,"LL595RH",2.948
"4473","LL606","Gwynedd","W06000002",3149,54.291,58.0022471496196,"W99999999","W99999999","00NC",38.56,4.59,NA,25,2434.4491,938.72357296,111.74121369,NA,54.2910000000001,100,0,0,NA,NA,4,"Rural 2",0.0736770367095835,"LL606HR",1.179
"4474","LL615","Isle of Anglesey","W06000001",3107,3.6653,847.679589665239,"W99999999","W99999999","00NA",55.95,12.3,NA,3,575.4273,321.95157435,70.7775579,NA,3.6653,100,3.6653,100,NA,NA,3,"Suburban 2",0.818486890568303,"LL595RH",2.206
"4475","LL616","Gwynedd","W06000002",2944,47.4989,61.9803827035994,"W99999999","W99999999","00NC",38.56,4.59,NA,22,2434.4491,938.72357296,111.74121369,NA,47.4988999999999,99.9999999999999,0,0,NA,NA,3,"Rural 2",0.0631593573745918,"LL616HZ",2.429
