"","Postcode.Sector","name","oslaua","Population","Area.Sq.Km","People.per.Sq.Km","oscty","gor","code","all.operators.2G","all.operators.3G","all.operators.4G","pop.d.rank","LA.area","LA.2G.coverage","LA.3G.coverage","LA.4G.coverage","area_allocated.2G","area_coverage.2G","area_allocated.3G","area_coverage.3G","area_allocated.4G","area_coverage.4G","sitefinder.count","geotype","site.density","ex.pcd","distance"
"4476","LL625","Isle of Anglesey","W06000001",1704,40.8848,41.6780808515634,"W99999999","W99999999","00NA",55.95,12.3,NA,18,575.4273,321.95157435,70.7775579,NA,0,0,0,0,NA,NA,2,"Rural 3",0.0489179352717881,"LL625NL",0.737
"4477","LL635","Isle of Anglesey","W06000001",1370,39.2364,34.9165570745532,"W99999999","W99999999","00NA",55.95,12.3,NA,20,575.4273,321.95157435,70.7775579,NA,0,0,0,0,NA,NA,1,"Rural 3",0.0254865380106228,"LL645JA",3.504
"4478","LL645","Isle of Anglesey","W06000001",1008,2.4182,416.838971135555,"W99999999","W99999999","00NA",55.95,12.3,NA,6,575.4273,321.95157435,70.7775579,NA,2.4182,100,2.4182,100,NA,NA,2,"Rural 1",0.827061450665784,"LL645JA",0.552
"4479","LL651","Isle of Anglesey","W06000001",5358,3.5218,1521.3811119314,"W99999999","W99999999","00NA",55.95,12.3,NA,1,575.4273,321.95157435,70.7775579,NA,3.5218,100,3.5218,100,NA,NA,4,"Suburban 2",1.13578283832131,"LL651UT",1.954
"4480","LL652","Isle of Anglesey","W06000001",8301,31.3888,264.457386074014,"W99999999","W99999999","00NA",55.95,12.3,NA,7,575.4273,321.95157435,70.7775579,NA,31.3888,100,31.3888,100,NA,NA,7,"Rural 1",0.223009481088796,"LL652YR",0.283
"4481","LL653","Isle of Anglesey","W06000001",6525,75.2494,86.7116548437596,"W99999999","W99999999","00NA",55.95,12.3,NA,13,575.4273,321.95157435,70.7775579,NA,75.2494,100,0,0,NA,NA,4,"Rural 2",0.0531565700191629,"LL653EB",4.849
"4482","LL654","Isle of Anglesey","W06000001",3490,92.136,37.8787878787879,"W99999999","W99999999","00NA",55.95,12.3,NA,19,575.4273,321.95157435,70.7775579,NA,0,0,0,0,NA,NA,4,"Rural 3",0.0434140835286967,"LL654NP",3.197
"4483","LL670","Isle of Anglesey","W06000001",1357,13.7264,98.8605898123324,"W99999999","W99999999","00NA",55.95,12.3,NA,11,575.4273,321.95157435,70.7775579,NA,13.7264,100,0,0,NA,NA,4,"Rural 2",0.291409255157944,"LL670LD",0.221
"4484","LL680","Isle of Anglesey","W06000001",1293,23.5231,54.9672449634614,"W99999999","W99999999","00NA",55.95,12.3,NA,16,575.4273,321.95157435,70.7775579,NA,10.02827435,42.6316019147136,0,0,NA,NA,0,"Rural 2",0,"LL670LD",2.825
"4485","LL689","Isle of Anglesey","W06000001",5092,48.5435,104.895609092875,"W99999999","W99999999","00NA",55.95,12.3,NA,10,575.4273,321.95157435,70.7775579,NA,48.5435,100,0,0,NA,NA,4,"Rural 2",0.0824003213612533,"LL689AN",1.714
"4486","LL699","Isle of Anglesey","W06000001",595,1.162,512.048192771084,"W99999999","W99999999","00NA",55.95,12.3,NA,5,575.4273,321.95157435,70.7775579,NA,1.162,99.9999999999999,1.162,99.9999999999999,NA,NA,0,"Rural 1",0,"LL689AN",3.705
"4487","LL709","Isle of Anglesey","W06000001",354,13.2371,26.7430177304697,"W99999999","W99999999","00NA",55.95,12.3,NA,21,575.4273,321.95157435,70.7775579,NA,0,0,0,0,NA,NA,0,"Rural 3",0,"LL728HA",3.825
"4488","LL717","Isle of Anglesey","W06000001",227,15.1173,15.0159089255356,"W99999999","W99999999","00NA",55.95,12.3,NA,23,575.4273,321.95157435,70.7775579,NA,0,0,0,0,NA,NA,1,"Rural 4",0.0661493785265887,"LL717AB",2.109
"4489","LL718","Isle of Anglesey","W06000001",1499,27.9612,53.6100024319414,"W99999999","W99999999","00NA",55.95,12.3,NA,17,575.4273,321.95157435,70.7775579,NA,0,0,0,0,NA,NA,1,"Rural 2",0.0357638441840837,"LL717AB",2.551
"4490","LL728","Isle of Anglesey","W06000001",710,0.6674,1063.82978723404,"W99999999","W99999999","00NA",55.95,12.3,NA,2,575.4273,321.95157435,70.7775579,NA,0.6674,100,0.6674,100,NA,NA,0,"Suburban 2",0,"LL728HA",0.894
"4491","LL738","Isle of Anglesey","W06000001",254,11.4081,22.2648819698285,"W99999999","W99999999","00NA",55.95,12.3,NA,22,575.4273,321.95157435,70.7775579,NA,0,0,0,0,NA,NA,0,"Rural 4",0,"LL728HA",0.867
"4492","LL748","Isle of Anglesey","W06000001",2236,3.338,669.862192929898,"W99999999","W99999999","00NA",55.95,12.3,NA,4,575.4273,321.95157435,70.7775579,NA,3.338,100,3.338,100,NA,NA,3,"Rural 1",0.898741761533853,"LL748UF",0.322
"4493","LL758","Isle of Anglesey","W06000001",1491,18.3364,81.3136711677319,"W99999999","W99999999","00NA",55.95,12.3,NA,14,575.4273,321.95157435,70.7775579,NA,18.3364,99.9999999999998,0,0,NA,NA,1,"Rural 2",0.054536332104448,"LL758YD",0.28
"4494","LL768","Isle of Anglesey","W06000001",324,4.7633,68.020070119455,"W99999999","W99999999","00NA",55.95,12.3,NA,15,575.4273,321.95157435,70.7775579,NA,4.76330000000002,100,0,0,NA,NA,1,"Rural 2",0.209938488023009,"LL748UF",2.341
"4495","LL777","Isle of Anglesey","W06000001",7366,75.1765,97.9827472680958,"W99999999","W99999999","00NA",55.95,12.3,NA,12,575.4273,321.95157435,70.7775579,NA,75.1765,100,0,0,NA,NA,6,"Rural 2",0.0798121753473492,"LL777PN",1.9
"4496","LL788","Isle of Anglesey","W06000001",509,3.3384,152.468248262641,"W99999999","W99999999","00NA",55.95,12.3,NA,9,575.4273,321.95157435,70.7775579,NA,3.33839999999999,99.9999999999998,0,0,NA,NA,0,"Rural 1",0,"LL748UF",1.99
"4497","LN105","Lincolnshire","E07000137",861,51.1283,16.8399888124581,"E10000019","E12000004","32",67.02,52.41,1.91,95,5826.2384,3904.74497568,3053.53154544,111.28115344,0,0,0,0,0,0,1,"Rural 4",0.0195586397357237,"LN105EJ",1.635
"4498","LN106","Lincolnshire","E07000137",5124,37.3341,137.247181531094,"E10000019","E12000004","32",67.02,52.41,1.91,42,5826.2384,3904.74497568,3053.53154544,111.28115344,37.3340999999999,99.9999999999998,37.3340999999999,99.9999999999998,0,0,3,"Rural 1",0.0803554926997035,"LN106TZ",0.193
"4499","LN11","Lincolnshire","E07000138",8526,4.5125,1889.41828254848,"E10000019","E12000004","32",67.02,52.41,1.91,15,5826.2384,3904.74497568,3053.53154544,111.28115344,4.5125,100,4.5125,100,4.5125,100,3,"Suburban 2",0.664819944598338,"LN25AA",2.047
"4500","LN110","Lincolnshire","E07000137",9896,127.8743,77.3884979233513,"E10000019","E12000004","32",67.02,52.41,1.91,62,5826.2384,3904.74497568,3053.53154544,111.28115344,127.8743,100,127.8743,100,0,0,8,"Rural 2",0.0625614372864602,"LN110LH",4.529
"4501","LN117","Lincolnshire","E07000137",5152,120.9299,42.6031940818607,"E10000019","E12000004","32",67.02,52.41,1.91,85,5826.2384,3904.74497568,3053.53154544,111.28115344,0,0,0,0,0,0,6,"Rural 3",0.0496155210580675,"LN117PL",2.422
"4502","LN118","Lincolnshire","E07000137",8144,114.3119,71.2436762926694,"E10000019","E12000004","32",67.02,52.41,1.91,64,5826.2384,3904.74497568,3053.53154544,111.28115344,114.3119,100,114.3119,100,0,0,5,"Rural 2",0.043739978077523,"LN130AZ",5.246
"4503","LN119","Lincolnshire","E07000137",5030,61.9715,81.1663425929661,"E10000019","E12000004","32",67.02,52.41,1.91,59,5826.2384,3904.74497568,3053.53154544,111.28115344,61.9715000000001,100,61.9715000000001,100,0,0,4,"Rural 2",0.0645457992787007,"LN110LH",6.799
"4504","LN12","Lincolnshire","E07000142",11484,145.2761,79.0494788888193,"E10000019","E12000004","32",67.02,52.41,1.91,60,5826.2384,3904.74497568,3053.53154544,111.28115344,145.2761,100,145.2761,100,0,0,11,"Rural 2",0.0757178916559572,"LN12QD",3.102
"4505","LN121","Lincolnshire","E07000137",5062,25.7187,196.821767818747,"E10000019","E12000004","32",67.02,52.41,1.91,38,5826.2384,3904.74497568,3053.53154544,111.28115344,25.7187,100,25.7187,100,0,0,6,"Rural 1",0.233293284652801,"LN122DT",3.637
"4506","LN122","Lincolnshire","E07000137",8159,18.0513,451.989607396697,"E10000019","E12000004","32",67.02,52.41,1.91,32,5826.2384,3904.74497568,3053.53154544,111.28115344,18.0513,100,18.0513,100,0,0,4,"Rural 1",0.221590688759258,"LN122JN",1.227
"4507","LN13","Lincolnshire","E07000138",8352,2.0799,4015.57767200346,"E10000019","E12000004","32",67.02,52.41,1.91,1,5826.2384,3904.74497568,3053.53154544,111.28115344,2.0799,100,2.0799,100,2.0799,100,7,"Suburban 1",3.36554642050099,"LN25AA",1.937
"4508","LN130","Lincolnshire","E07000137",2635,99.8377,26.3928355721336,"E10000019","E12000004","32",67.02,52.41,1.91,94,5826.2384,3904.74497568,3053.53154544,111.28115344,0,0,0,0,0,0,2,"Rural 3",0.0200325127682228,"LN139HT",3.179
"4509","LN139","Lincolnshire","E07000137",5131,74.656,68.7285683669096,"E10000019","E12000004","32",67.02,52.41,1.91,65,5826.2384,3904.74497568,3053.53154544,111.28115344,74.6559999999999,99.9999999999999,74.6559999999999,99.9999999999999,0,0,3,"Rural 2",0.0401843120445778,"LN139RA",2.529
"4510","LN21","Lincolnshire","E07000138",1860,0.7619,2441.26525790786,"E10000019","E12000004","32",67.02,52.41,1.91,11,5826.2384,3904.74497568,3053.53154544,111.28115344,0.761900000000001,100,0.761900000000001,100,0.761900000000001,100,8,"Suburban 2",10.5000656254102,"LN25AA",0.969
"4511","LN22","Lincolnshire","E07000142",10411,33.8557,307.51099519431,"E10000019","E12000004","32",67.02,52.41,1.91,34,5826.2384,3904.74497568,3053.53154544,111.28115344,33.8557,100,33.8557,100,0,0,6,"Rural 1",0.17722274240379,"LN34DZ",2.532
"4512","LN23","Lincolnshire","E07000142",6588,39.3963,167.223825587682,"E10000019","E12000004","32",67.02,52.41,1.91,40,5826.2384,3904.74497568,3053.53154544,111.28115344,39.3963,100,39.3963,100,0,0,7,"Rural 1",0.1776816604605,"LN23LU",0.914
"4513","LN24","Lincolnshire","E07000142",13180,7.0183,1877.94765114059,"E10000019","E12000004","32",67.02,52.41,1.91,16,5826.2384,3904.74497568,3053.53154544,111.28115344,7.0183,99.9999999999999,7.0183,99.9999999999999,7.0183,99.9999999999999,5,"Suburban 2",0.712423236396278,"LN25AA",2.815
"4514","LN25","Lincolnshire","E07000138",6598,1.7721,3723.26618136674,"E10000019","E12000004","32",67.02,52.41,1.91,2,5826.2384,3904.74497568,3053.53154544,111.28115344,1.7721,100,1.7721,100,1.7721,100,4,"Suburban 1",2.25720896111958,"LN25AA",0.912
"4515","LN34","Lincolnshire","E07000138",5879,23.7124,247.929353418465,"E10000019","E12000004","32",67.02,52.41,1.91,36,5826.2384,3904.74497568,3053.53154544,111.28115344,23.7123999999999,99.9999999999998,23.7123999999999,99.9999999999998,0,0,4,"Rural 1",0.168688112548709,"LN34DZ",2.372
"4516","LN35","Lincolnshire","E07000138",3016,68.3429,44.1304071088584,"E10000019","E12000004","32",67.02,52.41,1.91,82,5826.2384,3904.74497568,3053.53154544,111.28115344,0,0,0,0,0,0,2,"Rural 3",0.0292641956955295,"LN85ND",4.385
"4517","LN41","Lincolnshire","E07000138",10558,49.2398,214.420042323486,"E10000019","E12000004","32",67.02,52.41,1.91,37,5826.2384,3904.74497568,3053.53154544,111.28115344,49.2398,100,49.2398,100,0,0,4,"Rural 1",0.0812350984366305,"LN41RF",0.92
"4518","LN42","Lincolnshire","E07000139",8408,65.1348,129.08614135608,"E10000019","E12000004","32",67.02,52.41,1.91,44,5826.2384,3904.74497568,3053.53154544,111.28115344,65.1347999999999,99.9999999999999,65.1347999999999,99.9999999999999,0,0,4,"Rural 1",0.0614111043558896,"LN41RF",4.571
"4519","LN43","Lincolnshire","E07000138",8479,149.9557,56.5433658073684,"E10000019","E12000004","32",67.02,52.41,1.91,72,5826.2384,3904.74497568,3053.53154544,111.28115344,149.9557,100,0,0,0,0,6,"Rural 2",0.0400118168232351,"LN43QY",3.58
"4520","LN44","Lincolnshire","E07000136",11213,131.0739,85.5471608001288,"E10000019","E12000004","32",67.02,52.41,1.91,56,5826.2384,3904.74497568,3053.53154544,111.28115344,131.0739,100,131.0739,100,0,0,9,"Rural 2",0.0686635554446766,"LN44EU",4.8
"4521","LN50","Lincolnshire","E07000138",5818,108.1541,53.7936148514018,"E10000019","E12000004","32",67.02,52.41,1.91,73,5826.2384,3904.74497568,3053.53154544,111.28115344,108.1541,100,0,0,0,0,9,"Rural 2",0.0832145984294631,"LN50PX",3.892
"4522","LN57","Lincolnshire","E07000138",5672,2.6335,2153.78773495348,"E10000019","E12000004","32",67.02,52.41,1.91,13,5826.2384,3904.74497568,3053.53154544,111.28115344,2.6335,100,2.6335,100,2.6335,100,4,"Suburban 2",1.51889120941713,"LN25AA",0.552
"4523","LN58","Lincolnshire","E07000138",8573,2.6639,3218.21389691805,"E10000019","E12000004","32",67.02,52.41,1.91,6,5826.2384,3904.74497568,3053.53154544,111.28115344,2.6639,100,2.6639,100,2.6639,100,5,"Suburban 1",1.87694733285784,"LN25AA",2.045
"4524","LN59","Lincolnshire","E07000138",12124,61.8509,196.019783058937,"E10000019","E12000004","32",67.02,52.41,1.91,39,5826.2384,3904.74497568,3053.53154544,111.28115344,61.8509,100,61.8509,100,0,0,6,"Rural 1",0.0970074808935682,"LN59JZ",3.457
"4525","LN60","Lincolnshire","E07000139",13722,6.5577,2092.50194427924,"E10000019","E12000004","32",67.02,52.41,1.91,14,5826.2384,3904.74497568,3053.53154544,111.28115344,6.5577,100,6.5577,100,6.5577,100,2,"Suburban 2",0.30498497948976,"LN63QT",2.048
"4526","LN63","Lincolnshire","E07000138",3931,1.6084,2444.04377020642,"E10000019","E12000004","32",67.02,52.41,1.91,10,5826.2384,3904.74497568,3053.53154544,111.28115344,1.6084,100,1.6084,100,1.6084,100,7,"Suburban 2",4.35215120616762,"LN63QT",0.571
"4527","LN64","Lincolnshire","E07000139",270,0.436,619.266055045872,"E10000019","E12000004","32",67.02,52.41,1.91,29,5826.2384,3904.74497568,3053.53154544,111.28115344,0.435999999999979,99.9999999999951,0.435999999999979,99.9999999999951,0,0,0,"Rural 1",0,"LN63QT",4.169
"4528","LN65","Lincolnshire","E07000139",3195,12.8396,248.839527711144,"E10000019","E12000004","32",67.02,52.41,1.91,35,5826.2384,3904.74497568,3053.53154544,111.28115344,12.8396,100,12.8396,100,0,0,2,"Rural 1",0.15576809246394,"LN12QD",3.918
"4529","LN67","Lincolnshire","E07000138",13978,5.92,2361.14864864865,"E10000019","E12000004","32",67.02,52.41,1.91,12,5826.2384,3904.74497568,3053.53154544,111.28115344,5.92,100,5.92,100,5.92,100,6,"Suburban 2",1.01351351351351,"LN63QT",2.515
"4530","LN68","Lincolnshire","E07000139",9953,5.9978,1659.44179532495,"E10000019","E12000004","32",67.02,52.41,1.91,20,5826.2384,3904.74497568,3053.53154544,111.28115344,5.9978,100,5.9978,100,5.9978,100,5,"Suburban 2",0.833639000967021,"LN63QT",1.715
"4531","LN69","Lincolnshire","E07000139",13300,80.4678,165.28350470623,"E10000019","E12000004","32",67.02,52.41,1.91,41,5826.2384,3904.74497568,3053.53154544,111.28115344,80.4678,100,80.4678,100,0,0,3,"Rural 1",0.0372819935427587,"LN69LY",1.731
"4532","LN76","North Lincolnshire","E06000013",6070,138.697,43.764464984823,"E99999999","E12000003","00FD",87.24,86.41,5.08,22,897.5105,782.9881602,775.53882305,45.5935334,66.3924602,47.8687067492447,58.9431230499999,42.4977635060599,0,0,5,"Rural 3",0.0360498064125396,"LN76RX",2.192
"4533","LN82","Lincolnshire","E07000142",1819,65.2467,27.8788045985467,"E10000019","E12000004","32",67.02,52.41,1.91,92,5826.2384,3904.74497568,3053.53154544,111.28115344,0,0,0,0,0,0,1,"Rural 3",0.0153264456286678,"LN82HE",0.803
"4534","LN83","Lincolnshire","E07000137",9524,219.7041,43.3492137834478,"E10000019","E12000004","32",67.02,52.41,1.91,83,5826.2384,3904.74497568,3053.53154544,111.28115344,0,0,0,0,0,0,11,"Rural 3",0.0500673405730708,"LN83EP",1.006
"4535","LN85","Lincolnshire","E07000142",3090,102.8158,30.0537466031485,"E10000019","E12000004","32",67.02,52.41,1.91,90,5826.2384,3904.74497568,3053.53154544,111.28115344,0,0,0,0,0,0,6,"Rural 3",0.0583567895206768,"LN85ND",1.874
"4536","LN86","North East Lincolnshire","E06000012",2850,100.881,28.2511077408035,"E99999999","E12000003","00FC",83.41,82.4,28,25,367.4311,306.47428051,302.7632264,102.880708,39.92418051,39.5755201772386,36.2131264000001,35.8968749318505,0,0,6,"Rural 3",0.0594760162964285,"LN86DS",4.056
"4537","LN95","Lincolnshire","E07000137",4624,79.9271,57.8527182895414,"E10000019","E12000004","32",67.02,52.41,1.91,71,5826.2384,3904.74497568,3053.53154544,111.28115344,79.9270999999999,99.9999999999999,0,0,0,0,7,"Rural 2",0.0875798070992192,"LN95NE",1.874
"4538","LN96","Lincolnshire","E07000137",5051,93.8979,53.7924703321373,"E10000019","E12000004","32",67.02,52.41,1.91,74,5826.2384,3904.74497568,3053.53154544,111.28115344,93.8978999999999,99.9999999999999,0,0,0,0,5,"Rural 2",0.0532493271947509,"LN96PB",3.396
"4539","LS101","Leeds","E08000035",4096,0.9409,4353.27877564034,"E99999999","E12000003","00DA",93.23,98.7,57.71,25,665.4916,620.43781868,656.8402092,384.05520236,0.940899999999999,99.9999999999999,0.940899999999999,99.9999999999999,0.940899999999999,99.9999999999999,10,"Suburban 1",10.6281220108407,"LS115TD",2.56
"4540","LS102","Leeds","E08000035",3792,4.3195,877.879384187985,"E99999999","E12000003","00DA",93.23,98.7,57.71,89,665.4916,620.43781868,656.8402092,384.05520236,4.31950000000001,100,4.31950000000001,100,4.31950000000001,100,6,"Suburban 2",1.38904965852529,"LS115TD",1.079
"4541","LS103","Leeds","E08000035",12752,4.4246,2882.0684355648,"E99999999","E12000003","00DA",93.23,98.7,57.71,49,665.4916,620.43781868,656.8402092,384.05520236,4.4246,100,4.4246,100,4.4246,100,5,"Suburban 2",1.13004565384442,"LS115TD",1.522
"4542","LS104","Leeds","E08000035",14894,6.6417,2242.49815559269,"E99999999","E12000003","00DA",93.23,98.7,57.71,55,665.4916,620.43781868,656.8402092,384.05520236,6.64169999999999,99.9999999999998,6.64169999999999,99.9999999999998,6.64169999999999,99.9999999999998,4,"Suburban 2",0.602255446647696,"LS115TD",2.72
"4543","LS110","Leeds","E08000035",3834,1.22,3142.62295081967,"E99999999","E12000003","00DA",93.23,98.7,57.71,44,665.4916,620.43781868,656.8402092,384.05520236,1.22,99.9999999999999,1.22,99.9999999999999,1.22,99.9999999999999,7,"Suburban 1",5.73770491803279,"LS115TD",2.182
"4544","LS115","Leeds","E08000035",5164,2.3267,2219.45244337474,"E99999999","E12000003","00DA",93.23,98.7,57.71,56,665.4916,620.43781868,656.8402092,384.05520236,2.3267,100,2.3267,100,2.3267,100,4,"Suburban 2",1.7191730777496,"LS115TD",0.58
"4545","LS116","Leeds","E08000035",6572,1.0755,6110.64621106462,"E99999999","E12000003","00DA",93.23,98.7,57.71,12,665.4916,620.43781868,656.8402092,384.05520236,1.0755,100,1.0755,100,1.0755,100,2,"Suburban 1",1.85960018596002,"LS115TD",0.908
"4546","LS117","Leeds","E08000035",8856,1.0579,8371.30163531525,"E99999999","E12000003","00DA",93.23,98.7,57.71,4,665.4916,620.43781868,656.8402092,384.05520236,1.0579,100,1.0579,100,1.0579,100,1,"Urban",0.945268929010303,"LS115TD",0.961
"4547","LS118","Leeds","E08000035",7659,2.6155,2928.3119862359,"E99999999","E12000003","00DA",93.23,98.7,57.71,48,665.4916,620.43781868,656.8402092,384.05520236,2.6155,99.9999999999999,2.6155,99.9999999999999,2.6155,99.9999999999999,5,"Suburban 2",1.91168036704263,"LS115TD",1.571
"4548","LS119","Leeds","E08000035",2710,0.9742,2781.76965715459,"E99999999","E12000003","00DA",93.23,98.7,57.71,51,665.4916,620.43781868,656.8402092,384.05520236,0.974199999999996,99.9999999999996,0.974199999999996,99.9999999999996,0.974199999999996,99.9999999999996,5,"Suburban 2",5.13241634161363,"LS15HR",1.479
"4549","LS12","Leeds","E08000035",126,0.321,392.523364485981,"E99999999","E12000003","00DA",93.23,98.7,57.71,97,665.4916,620.43781868,656.8402092,384.05520236,0.321000000000026,100.000000000008,0.321000000000026,100.000000000008,0.321000000000026,100.000000000008,4,"Rural 1",12.4610591900312,"LS15HR",0.361
"4550","LS121","Leeds","E08000035",5834,2.2049,2645.9249852601,"E99999999","E12000003","00DA",93.23,98.7,57.71,53,665.4916,620.43781868,656.8402092,384.05520236,2.20489999999999,99.9999999999998,2.20489999999999,99.9999999999998,2.20489999999999,99.9999999999998,3,"Suburban 2",1.36060592317112,"LS121SR",0.963
"4551","LS122","Leeds","E08000035",6042,1.9361,3120.7065750736,"E99999999","E12000003","00DA",93.23,98.7,57.71,46,665.4916,620.43781868,656.8402092,384.05520236,1.93610000000001,100.000000000001,1.93610000000001,100.000000000001,1.93610000000001,100.000000000001,6,"Suburban 1",3.09901348070864,"LS121SR",0.818
"4552","LS123","Leeds","E08000035",8791,1.9165,4587.00756587529,"E99999999","E12000003","00DA",93.23,98.7,57.71,24,665.4916,620.43781868,656.8402092,384.05520236,1.9165,100,1.9165,100,1.9165,100,7,"Suburban 1",3.65249152100183,"LS121SR",1.113
"4553","LS124","Leeds","E08000035",9327,2.9236,3190.24490354358,"E99999999","E12000003","00DA",93.23,98.7,57.71,43,665.4916,620.43781868,656.8402092,384.05520236,2.92360000000001,100,2.92360000000001,100,2.92360000000001,100,4,"Suburban 1",1.36817622109728,"LS121SR",0.867
"4554","LS125","Leeds","E08000035",9423,6.2703,1502.7989091431,"E99999999","E12000003","00DA",93.23,98.7,57.71,75,665.4916,620.43781868,656.8402092,384.05520236,6.27029999999999,99.9999999999999,6.27029999999999,99.9999999999999,6.27029999999999,99.9999999999999,2,"Suburban 2",0.318964004912046,"LS121SR",2.818
"4555","LS126","Leeds","E08000035",1532,0.5536,2767.34104046243,"E99999999","E12000003","00DA",93.23,98.7,57.71,52,665.4916,620.43781868,656.8402092,384.05520236,0.553600000000003,100.000000000001,0.553600000000003,100.000000000001,0.553600000000003,100.000000000001,4,"Suburban 2",7.22543352601156,"LS121SR",2.285
"4556","LS13","Leeds","E08000035",456,0.114,4000,"E99999999","E12000003","00DA",93.23,98.7,57.71,30,665.4916,620.43781868,656.8402092,384.05520236,0.113999999999997,99.9999999999976,0.113999999999997,99.9999999999976,0.113999999999997,99.9999999999976,4,"Suburban 1",35.0877192982456,"LS15HR",0.44
"4557","LS131","Leeds","E08000035",7356,3.6403,2020.71257863363,"E99999999","E12000003","00DA",93.23,98.7,57.71,63,665.4916,620.43781868,656.8402092,384.05520236,3.6403,99.9999999999999,3.6403,99.9999999999999,3.6403,99.9999999999999,4,"Suburban 2",1.09881053759306,"LS184NG",1.404
"4558","LS132","Leeds","E08000035",10551,2.678,3939.88050784167,"E99999999","E12000003","00DA",93.23,98.7,57.71,32,665.4916,620.43781868,656.8402092,384.05520236,2.678,100,2.678,100,2.678,100,3,"Suburban 1",1.12023898431665,"LS184NG",2.15
"4559","LS133","Leeds","E08000035",7225,1.4354,5033.44015605406,"E99999999","E12000003","00DA",93.23,98.7,57.71,19,665.4916,620.43781868,656.8402092,384.05520236,1.4354,100,1.4354,100,1.4354,100,4,"Suburban 1",2.7866796711718,"LS286EX",1.795
